,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,With_US,Quarterly Rating,Total Business Value,Last_Rating,Year_of_join,Month_of_join,Day_of_join,Attrition
9695,736,26,0,6,2,81944,1,1,5,1.0,133024.0,1,2015,10,3,0.0
50242,1338,25,0,14,0,27910,1,1,1,1.0,0.0,1,2016,5,6,1.0
45280,2109,41,0,17,0,59626,1,1,1,1.0,0.0,1,2015,9,27,1.0
74008,1865,29,0,13,1,28827,1,1,1,1.0,0.0,1,2016,2,13,1.0
20998,1600,37,1,5,2,83083,3,3,12,2.5,510439.1666666667,1,2016,8,13,0.0
24719,1864,33,0,21,0,85688,1,3,24,3.375,1214457.9166666667,3,2011,8,11,0.0
25403,1917,31,1,23,2,27867,1,1,10,2.5,533939.0,1,2015,6,18,0.0
16783,1251,38,0,17,0,130277,3,3,7,1.0,141145.7142857143,1,2016,7,4,0.0
70317,872,32,1,11,2,22997,1,1,1,1.0,0.0,1,2015,7,9,1.0
37632,2766,37,0,13,0,53793,2,3,24,2.875,1048504.5833333334,1,2010,11,5,0.0
8785,673,36,0,3,0,36967,2,2,6,1.0,0.0,1,2017,7,10,0.0
55291,374,31,1,23,0,21126,1,1,1,1.0,0.0,1,2015,9,20,1.0
41774,1729,28,1,9,1,26007,1,1,1,1.0,0.0,1,2016,6,25,1.0
67106,1542,38,0,10,1,60743,1,1,1,1.0,0.0,1,2015,9,28,1.0
34362,2555,38,0,4,1,116077,2,4,20,2.55,1652720.5,3,2011,12,29,0.0
7633,576,31,0,14,1,68356,3,3,6,1.0,40426.666666666664,1,2017,5,8,0.0
40056,982,29,1,16,1,20169,1,1,1,1.0,0.0,1,2015,8,18,1.0
36373,2686,26,1,19,2,80394,3,3,5,2.0,303798.0,2,2017,8,7,0.0
27949,2125,40,0,16,0,39560,1,1,8,2.125,373476.25,1,2015,10,2,0.0
17620,1316,33,0,20,0,68885,2,2,24,3.625,1576414.5833333333,3,2015,10,23,0.0
7551,569,40,0,18,1,111743,2,3,24,3.375,1230432.5,3,2012,12,31,0.0
36065,2667,40,1,0,0,103568,2,4,15,1.2,629186.6666666666,1,2010,10,18,0.0
46806,965,35,0,16,1,34730,1,1,1,1.0,0.0,1,2015,7,24,1.0
45586,2141,35,0,6,1,40142,2,2,1,1.0,0.0,1,2015,9,28,1.0
34814,2576,28,1,17,0,80907,2,2,24,2.75,720281.25,2,2012,8,20,0.0
65275,1774,27,0,6,1,12574,1,1,1,1.0,0.0,1,2015,5,11,1.0
68468,928,25,0,21,2,20353,1,1,1,1.0,0.0,1,2016,8,29,1.0
22387,1687,33,1,22,2,45207,1,1,7,1.2857142857142858,87360.0,1,2017,2,9,0.0
57906,307,21,0,1,0,25334,1,1,1,1.0,0.0,1,2015,9,18,1.0
69253,2320,32,1,10,0,49664,1,1,1,1.0,0.0,1,2015,11,14,1.0
57670,2561,38,0,16,1,48863,1,1,1,1.0,0.0,1,2016,8,15,1.0
49294,1005,28,1,13,1,20135,1,1,1,1.0,0.0,1,2015,8,20,1.0
56234,449,42,1,13,1,58650,2,2,1,1.0,0.0,1,2015,10,10,1.0
20221,1532,36,1,11,0,48555,2,2,16,1.375,204260.0,2,2016,9,15,0.0
63954,1946,42,1,16,1,100071,2,3,1,1.0,0.0,1,2014,8,17,1.0
62005,470,35,0,16,0,46372,1,1,1,1.0,0.0,1,2015,11,16,1.0
9679,734,35,0,14,2,88414,3,3,15,1.8,397222.6666666667,1,2016,10,24,0.0
61676,1402,25,0,11,1,47058,1,1,1,1.0,0.0,1,2015,8,24,1.0
67639,973,32,0,16,1,67081,1,1,1,1.0,0.0,1,2015,9,15,1.0
24872,1874,37,1,18,0,55601,2,2,24,2.5,727288.3333333334,3,2015,5,9,0.0
26479,2008,35,0,19,1,30840,1,2,24,3.5,1117675.4166666667,4,2014,12,26,0.0
61980,1450,39,1,19,0,20574,1,1,1,1.0,0.0,1,2015,7,10,1.0
25966,1959,35,1,18,2,40099,1,1,14,2.4285714285714284,429020.0,2,2015,6,19,0.0
12410,947,29,0,25,0,74402,3,3,6,1.0,163956.66666666666,1,2017,4,12,0.0
40280,1172,34,1,21,0,20440,2,2,1,1.0,0.0,1,2015,7,12,1.0
52278,1041,26,0,13,1,74473,2,2,1,1.0,0.0,1,2015,10,22,1.0
60660,1274,27,0,10,1,12590,1,1,1,1.0,0.0,1,2015,6,11,1.0
50876,625,35,0,14,0,15845,1,1,1,1.0,0.0,1,2015,10,21,1.0
29016,2196,36,1,17,0,116383,2,4,24,2.125,1177143.75,1,2010,10,6,0.0
73275,1241,30,0,7,1,34264,1,1,1,1.0,0.0,1,2015,6,9,1.0
19379,1464,47,0,17,2,69141,1,2,12,3.75,1648186.6666666667,3,2015,7,7,0.0
28713,2182,23,0,22,1,40437,1,1,19,2.4210526315789473,384507.8947368421,1,2015,7,17,0.0
74931,2099,36,0,2,0,39796,1,1,1,1.0,0.0,1,2015,6,13,1.0
21087,1606,44,0,3,0,99127,1,3,24,2.75,950000.8333333334,3,2011,8,22,0.0
36354,2684,37,1,13,0,25186,1,1,24,2.5,486114.1666666667,3,2013,4,26,0.0
6380,489,31,0,3,2,49475,1,1,13,2.230769230769231,366043.8461538461,2,2016,10,18,0.0
41582,1417,34,0,6,2,22957,1,1,1,1.0,0.0,1,2015,8,8,1.0
37266,2740,46,1,14,2,35598,1,2,24,3.125,868477.5,4,2012,7,19,0.0
61936,125,33,1,16,0,19968,1,1,1,1.0,0.0,1,2015,10,12,1.0
73862,426,49,0,4,1,59440,1,1,1,1.0,0.0,1,2015,10,21,1.0
45520,522,50,0,0,2,59789,1,1,1,1.0,0.0,1,2015,9,22,1.0
74342,1562,34,0,16,1,58153,1,1,1,1.0,0.0,1,2015,4,15,1.0
73701,1035,37,1,21,0,21029,1,1,1,1.0,0.0,1,2015,8,14,1.0
46367,1232,36,1,24,1,69644,2,2,1,1.0,0.0,1,2015,9,24,1.0
74771,2032,31,0,21,0,60795,1,3,1,1.0,0.0,1,2011,9,27,1.0
51680,1691,35,0,3,0,43063,1,1,1,1.0,0.0,1,2015,7,11,1.0
38383,540,30,0,18,1,12911,1,1,1,1.0,0.0,1,2015,10,23,1.0
49409,1356,30,0,17,0,78331,2,2,1,1.0,0.0,1,2015,10,9,1.0
70394,2278,33,0,13,2,22727,1,1,1,1.0,0.0,1,2015,9,16,1.0
1405,89,28,1,11,0,58977,2,2,15,2.0,408762.0,1,2016,5,30,0.0
45861,2369,33,0,8,2,41123,1,1,1,1.0,0.0,1,2015,10,16,1.0
16951,1265,34,1,26,1,60358,1,2,24,2.125,445949.5833333333,3,2015,6,24,0.0
11645,893,50,0,1,1,73308,1,2,24,2.625,723733.75,2,2013,5,27,0.0
36764,2716,32,0,21,0,38744,1,1,15,1.9333333333333333,277925.3333333333,2,2016,6,16,0.0
47943,1138,33,1,24,0,45683,1,1,1,1.0,0.0,1,2015,11,13,1.0
812,60,47,0,12,1,89592,1,4,24,3.5,2051063.3333333333,2,2013,9,17,0.0
66166,76,34,0,12,0,19230,1,1,1,1.0,0.0,1,2015,9,7,1.0
4126,336,47,1,1,2,140769,2,4,20,1.3,478879.0,1,2015,2,10,0.0
8189,606,34,0,1,1,114230,3,3,11,1.5454545454545454,269067.2727272727,2,2017,1,31,0.0
70234,1508,31,1,14,1,26374,1,1,1,1.0,0.0,1,2015,10,6,1.0
29908,2251,39,1,6,2,83604,2,3,24,2.375,809281.6666666666,3,2010,10,23,0.0
60426,1315,39,1,20,0,20917,1,1,1,1.0,0.0,1,2015,7,11,1.0
65298,800,29,0,18,0,63402,2,2,1,1.0,0.0,1,2015,7,11,1.0
7879,587,34,0,12,1,96680,3,3,7,3.142857142857143,898834.2857142857,4,2017,5,27,0.0
47911,1631,33,0,6,0,44155,2,2,1,1.0,0.0,1,2015,10,13,1.0
45134,955,35,0,16,1,34737,1,1,1,1.0,0.0,1,2015,7,24,1.0
71958,236,40,1,20,1,57651,2,2,1,1.0,0.0,1,2015,9,13,1.0
11526,888,31,1,0,0,57266,1,2,24,3.5,874034.5833333334,4,2015,6,16,0.0
43051,1971,30,0,13,2,51331,2,2,1,1.0,0.0,1,2015,7,30,1.0
74697,529,50,0,0,2,59782,1,1,1,1.0,0.0,1,2015,9,22,1.0
22707,1718,36,0,18,1,95658,2,4,19,1.3157894736842106,538060.0,1,2010,10,2,0.0
16302,1229,35,1,8,1,115006,1,4,20,2.5,2155005.0,1,2014,12,17,0.0
70893,350,28,1,14,1,33930,1,1,1,1.0,0.0,1,2015,5,8,1.0
50373,2367,33,0,9,1,39899,2,2,1,1.0,0.0,1,2015,11,26,1.0
62211,1237,34,0,8,0,50078,1,1,1,1.0,0.0,1,2015,11,28,1.0
6848,537,34,0,21,0,76868,2,2,13,3.769230769230769,1798186.1538461538,4,2016,12,6,0.0
67618,217,29,0,1,1,48564,1,1,1,1.0,0.0,1,2016,11,12,1.0
808,60,47,0,12,1,89592,1,4,24,3.5,2051063.3333333333,2,2013,9,17,0.0
6804,535,38,1,19,0,77182,1,4,23,1.7826086956521738,749753.0434782609,1,2012,9,6,0.0
61850,558,40,1,16,1,34841,1,1,1,1.0,0.0,1,2015,5,27,1.0
26996,2054,27,1,20,1,56814,2,2,3,1.0,0.0,1,2017,7,7,0.0
64817,1212,28,1,15,1,56448,2,2,1,1.0,0.0,1,2016,4,11,1.0
56150,797,33,1,16,1,66819,1,1,1,1.0,0.0,1,2015,7,16,1.0
21279,1623,37,1,24,2,94437,1,3,24,2.25,596412.0833333334,2,2012,8,2,0.0
68315,2089,39,0,6,1,73032,2,2,1,1.0,0.0,1,2015,10,5,1.0
66692,1922,31,0,10,2,80567,2,2,1,1.0,0.0,1,2016,3,7,1.0
43271,2550,23,0,27,1,26776,1,1,1,1.0,0.0,1,2016,11,3,1.0
12363,946,43,1,14,0,58803,1,2,24,2.875,777241.25,3,2013,4,25,0.0
32057,2413,43,0,25,2,109652,1,3,23,2.3043478260869565,536634.7826086957,1,2012,11,12,0.0
23348,1766,32,1,12,0,23221,3,3,3,1.0,0.0,1,2017,10,24,0.0
42996,2011,36,0,2,1,44112,2,2,1,1.0,0.0,1,2015,11,4,1.0
54004,887,32,0,15,0,61915,2,2,1,1.0,0.0,1,2015,10,16,1.0
16393,1233,32,0,24,0,42565,2,2,14,1.6428571428571428,284317.14285714284,1,2016,6,20,0.0
35507,2618,28,0,12,2,57164,2,2,7,1.4285714285714286,156080.0,1,2017,5,1,0.0
5338,422,25,1,19,0,78754,2,3,24,3.0,1123987.0833333333,1,2013,4,20,0.0
40767,141,38,0,22,1,68006,1,1,1,1.0,0.0,1,2015,9,17,1.0
67748,113,36,0,5,1,48154,1,1,1,1.0,0.0,1,2015,7,13,1.0
17727,1324,38,1,14,0,57190,3,3,1,1.0,0.0,1,2017,11,28,0.0
17830,1330,45,0,22,1,116163,1,4,11,1.8181818181818181,1134248.1818181819,1,2014,7,11,0.0
57744,772,29,0,9,0,18377,1,1,1,1.0,0.0,1,2015,10,14,1.0
5714,440,39,1,7,0,113125,2,4,24,1.375,682987.5,1,2010,8,11,0.0
2568,193,46,1,18,2,59084,1,2,14,2.7142857142857144,713072.8571428572,1,2015,5,7,0.0
50604,1406,38,1,20,0,20629,2,2,1,1.0,0.0,1,2015,7,10,1.0
68363,1032,35,0,15,1,34682,1,1,1,1.0,0.0,1,2015,6,22,1.0
4225,345,35,0,19,0,35284,2,2,5,1.6,166978.0,2,2017,7,31,0.0
41362,1528,40,0,18,0,32651,1,1,1,1.0,0.0,1,2015,5,15,1.0
6516,504,32,0,6,0,49653,2,2,9,1.6666666666666667,243734.44444444444,1,2012,8,6,0.0
9048,697,43,1,17,0,118215,4,4,18,2.8333333333333335,2171677.222222222,2,2016,7,14,0.0
51378,980,28,0,4,0,17164,1,1,1,1.0,0.0,1,2015,9,15,1.0
29300,2210,37,1,18,0,112513,1,4,21,3.2857142857142856,3159657.1428571427,4,2016,3,30,0.0
17232,1276,37,1,14,0,42785,1,1,15,1.2,93442.66666666667,1,2016,10,21,0.0
46030,1213,30,0,9,2,36387,1,1,1,1.0,-26433.798177172546,1,2015,6,18,1.0
22976,1738,29,1,18,0,53928,1,1,15,2.8,554712.0,1,2013,4,17,0.0
29364,2216,30,1,7,2,52209,2,2,5,1.0,0.0,1,2017,5,1,0.0
21009,1603,28,0,12,2,66465,1,1,1,1.0,0.0,1,2015,10,14,1.0
63721,1802,39,0,16,0,21062,1,1,1,1.0,0.0,1,2015,6,11,1.0
50785,2705,37,0,5,0,50010,1,1,1,1.0,0.0,1,2015,12,16,1.0
55119,918,25,0,23,1,20375,1,1,1,1.0,0.0,1,2016,7,29,1.0
44740,2089,37,0,12,0,46471,1,1,1,1.0,0.0,1,2015,10,17,1.0
34914,2582,45,1,7,1,18799,1,1,23,2.5652173913043477,474513.9130434783,1,2012,8,6,0.0
16689,1247,31,1,21,1,19217,1,1,12,1.5,270447.5,1,2016,12,1,0.0
24221,1840,31,0,25,0,34712,1,2,24,2.8333333333333335,876227.9166666666,4,2014,11,21,0.0
16027,1206,42,0,6,0,72584,2,3,18,2.9444444444444446,885471.1111111111,3,2016,6,28,0.0
71239,2280,34,0,10,2,83032,2,2,1,1.0,0.0,1,2016,2,7,1.0
68659,1393,30,0,10,0,44318,1,1,1,1.0,0.0,1,2015,8,16,1.0
63497,723,27,0,20,1,20116,1,1,1,1.0,0.0,1,2016,8,24,1.0
22900,1733,43,1,27,2,41276,1,1,24,2.625,556937.9166666666,3,2013,4,25,0.0
17284,1283,28,0,26,1,50693,2,2,17,1.5294117647058822,373997.0588235294,1,2016,7,30,0.0
9737,744,26,1,12,2,43322,1,1,8,1.75,190067.5,1,2015,1,21,0.0
33828,2541,30,0,19,1,68356,1,4,24,2.25,1445995.0,2,2013,4,27,0.0
17889,1334,40,1,10,0,107712,4,4,18,2.5,1380984.4444444445,4,2016,7,18,0.0
41366,1427,36,1,14,1,95189,2,2,1,1.0,0.0,1,2015,8,10,1.0
18355,1371,27,1,18,1,28447,1,1,24,3.25,734195.8333333334,2,2015,6,27,0.0
49332,2536,35,1,3,1,55604,2,2,1,1.0,0.0,1,2015,11,14,1.0
30035,2256,30,1,2,1,59644,2,2,9,2.0,418991.1111111111,2,2015,10,7,0.0
72172,769,35,1,24,0,45723,1,1,1,1.0,0.0,1,2015,12,14,1.0
19759,1492,42,1,0,1,130279,3,3,3,1.0,0.0,1,2017,10,4,0.0
28539,2168,39,1,17,0,50801,1,1,24,2.625,580698.75,2,2014,11,27,0.0
699,57,36,0,0,0,84318,1,2,19,3.0526315789473686,1199542.6315789474,1,2014,7,26,0.0
45393,2582,35,0,4,1,50475,1,1,1,1.0,0.0,1,2015,11,13,1.0
50091,1530,29,0,19,0,61545,1,4,1,1.0,0.0,1,2010,9,24,1.0
23251,1756,40,0,4,0,51016,2,3,22,2.090909090909091,507514.0909090909,1,2014,11,13,0.0
15401,1169,33,1,13,0,95188,3,3,5,1.6,201814.0,2,2017,7,31,0.0
66755,329,34,0,7,1,23155,1,1,1,1.0,0.0,1,2015,7,10,1.0
62262,1242,34,1,9,1,110874,2,3,1,1.0,0.0,1,2015,7,26,1.0
27316,2076,39,0,6,2,90200,1,2,24,2.875,797175.8333333334,2,2013,8,15,0.0
43632,2483,35,0,7,1,50435,1,1,1,1.0,0.0,1,2015,10,21,1.0
63364,1810,38,0,2,0,42599,1,1,1,1.0,0.0,1,2015,6,8,1.0
42518,2578,35,0,4,1,50487,1,1,1,1.0,0.0,1,2015,11,13,1.0
17442,1290,36,0,16,2,27467,1,1,17,2.0588235294117645,327377.64705882355,3,2016,8,15,0.0
69289,2091,25,1,17,1,26333,1,1,1,1.0,0.0,1,2016,9,16,1.0
21569,1644,47,0,28,0,105513,2,4,24,2.125,1201781.6666666667,1,2011,4,28,0.0
11767,904,41,0,18,0,101179,3,3,24,2.0,744419.1666666666,1,2015,6,5,0.0
21015,1605,42,1,7,1,50832,1,1,8,3.0,540063.75,3,2017,5,5,0.0
33611,2522,35,0,4,0,90057,2,5,24,2.75,3972127.5,4,2010,4,1,0.0
6567,510,27,0,21,1,68751,1,1,4,1.0,0.0,1,2017,9,5,0.0
15140,1161,29,1,3,0,61247,1,2,24,2.625,974232.0833333334,1,2014,2,8,0.0
7542,569,39,0,18,1,111743,2,3,24,3.375,1230432.5,3,2012,12,31,0.0
51089,579,38,0,3,0,35023,1,1,1,1.0,0.0,1,2015,11,19,1.0
15014,1147,37,0,21,1,69789,2,4,24,2.25,1069706.25,2,2012,10,15,0.0
66182,1415,28,0,10,0,17307,1,1,1,1.0,0.0,1,2015,8,9,1.0
26710,2027,36,0,27,0,130245,1,4,24,2.375,1509967.0833333333,2,2012,10,8,0.0
38444,1108,29,0,18,0,61972,1,3,1,1.0,0.0,1,2012,10,18,1.0
21021,1606,42,0,3,0,99127,1,3,24,2.75,950000.8333333334,3,2011,8,22,0.0
34013,2545,43,1,14,1,44884,1,2,24,2.0,453284.1666666667,1,2015,5,13,0.0
29584,2225,36,0,0,0,28216,1,1,23,2.260869565217391,359907.82608695654,2,2014,10,11,0.0
39134,2169,23,0,23,1,26984,1,1,1,1.0,0.0,1,2016,10,3,1.0
43005,1931,37,0,7,1,71794,2,2,1,1.0,0.0,1,2015,11,12,1.0
43414,2076,34,0,5,0,44121,1,1,1,1.0,0.0,1,2015,11,8,1.0
4135,336,47,1,1,2,140769,2,4,20,1.3,478879.0,1,2015,2,10,0.0
72394,503,30,0,4,0,17799,1,1,1,1.0,0.0,1,2015,10,12,1.0
66767,2385,39,0,22,0,15519,1,1,1,1.0,0.0,1,2015,5,19,1.0
23791,1808,51,1,25,0,65754,3,3,12,2.0,588965.0,1,2015,9,9,0.0
70645,488,32,1,3,0,45217,1,1,1,1.0,0.0,1,2015,8,6,1.0
10337,789,39,0,14,1,65696,2,2,24,3.5,1533590.8333333333,4,2015,11,27,0.0
645,56,35,0,10,2,80223,1,1,24,2.875,488477.9166666667,4,2015,7,20,0.0
33989,2544,31,1,14,1,67667,2,2,4,1.0,0.0,1,2016,7,28,0.0
21195,1616,44,1,5,0,100297,5,5,7,1.0,0.0,1,2014,10,23,0.0
44702,2594,30,0,25,0,26889,1,1,1,1.0,0.0,1,2015,9,3,1.0
2737,210,38,1,21,2,64583,3,3,8,1.0,100317.5,1,2017,5,3,0.0
6303,486,39,0,1,1,31674,1,2,24,1.875,428748.75,2,2013,10,31,0.0
13437,1039,43,1,18,0,138069,2,4,24,2.0,1110280.0,2,2012,7,5,0.0
41865,1533,37,0,11,1,60847,1,2,1,1.0,0.0,1,2014,9,27,1.0
33778,2533,33,1,24,1,45993,1,1,16,2.3125,465162.5,3,2016,9,6,0.0
1934,131,38,0,10,0,79086,2,3,11,1.2727272727272727,238214.54545454544,1,2010,10,21,0.0
18197,1365,29,1,9,2,25483,1,1,8,1.75,190740.0,1,2016,5,25,0.0
14764,1119,29,0,13,0,41581,1,1,14,3.7142857142857144,1386370.7142857143,4,2016,11,16,0.0
69227,1535,28,0,14,2,67351,1,1,1,1.0,0.0,1,2015,9,13,1.0
53216,960,45,0,4,2,59324,1,1,1,1.0,0.0,1,2015,7,20,1.0
55741,445,36,1,22,1,68531,1,1,1,1.0,0.0,1,2015,9,15,1.0
50177,1611,33,0,13,0,56884,2,2,1,1.0,0.0,1,2015,9,10,1.0
10198,778,31,1,28,0,38990,2,2,14,1.0,137395.0,1,2016,6,13,0.0
75421,2411,44,1,15,2,98390,3,3,1,1.0,0.0,1,2015,8,18,1.0
74412,2662,30,1,26,0,26716,1,1,1,1.0,0.0,1,2015,10,3,1.0
20798,1585,48,1,26,0,117644,2,4,17,1.5294117647058822,1056916.4705882352,1,2010,6,16,0.0
41495,552,43,1,11,1,58824,2,2,1,1.0,0.0,1,2015,10,9,1.0
63255,621,37,1,3,0,35250,1,1,1,1.0,0.0,1,2015,10,20,1.0
65238,1355,30,0,20,2,69734,1,1,1,1.0,0.0,1,2015,9,10,1.0
60459,2258,33,0,9,1,81230,2,2,1,1.0,0.0,1,2017,2,5,1.0
42325,1479,31,0,8,1,34350,1,1,1,1.0,0.0,1,2015,5,9,1.0
46894,1395,32,0,8,0,44140,2,2,1,1.0,0.0,1,2015,8,18,1.0
11467,888,30,1,0,0,51539,1,1,24,3.5,874034.5833333334,4,2015,6,16,0.0
20663,1573,30,0,27,0,62349,1,2,24,2.875,804208.75,4,2012,7,30,0.0
53362,1803,27,0,6,1,12592,1,1,1,1.0,0.0,1,2015,5,11,1.0
65623,841,26,0,8,0,27096,1,1,1,1.0,0.0,1,2015,8,6,1.0
18967,1426,37,1,0,0,98220,1,3,24,2.875,1067678.75,2,2014,11,6,0.0
6389,489,31,0,3,2,49475,1,1,13,2.230769230769231,366043.8461538461,2,2016,10,18,0.0
51034,2204,32,0,19,1,71819,2,2,1,1.0,0.0,1,2015,10,30,1.0
42846,1927,38,0,7,1,71773,2,2,1,1.0,0.0,1,2015,11,12,1.0
11808,906,35,0,9,0,108997,3,3,16,2.125,668563.125,3,2016,8,30,0.0
18589,1397,36,0,2,0,106794,3,3,11,1.0,127181.81818181818,1,2016,7,4,0.0
39649,2411,33,0,6,1,40321,1,1,1,1.0,0.0,1,2015,11,27,1.0
71035,1668,33,0,6,2,107375,2,2,1,1.0,0.0,1,2016,7,26,1.0
55048,1905,37,0,14,0,21206,1,1,1,1.0,0.0,1,2015,6,12,1.0
58992,1810,33,0,15,0,87458,3,3,1,1.0,0.0,1,2015,10,12,1.0
23438,1770,38,0,23,2,92440,1,4,24,2.75,1404568.3333333333,1,2013,5,2,0.0
8001,598,38,0,28,0,78135,2,2,9,1.6666666666666667,392294.44444444444,1,2015,12,17,0.0
8163,605,37,1,1,0,95352,1,3,24,2.75,985432.5,2,2012,10,15,0.0
7106,556,34,0,27,2,51658,1,2,24,3.125,871474.1666666666,4,2012,10,4,0.0
382,36,40,0,9,0,32865,2,2,14,2.0,305552.14285714284,2,2016,7,1,0.0
1900,125,33,0,1,2,30847,1,1,7,1.4285714285714286,174540.0,1,2015,7,29,0.0
34672,2568,31,1,20,1,83298,2,4,24,1.75,842598.3333333334,2,2011,12,5,0.0
43787,990,36,1,27,0,45252,1,1,1,1.0,0.0,1,2015,11,8,1.0
54388,395,33,1,1,0,34648,1,1,1,1.0,0.0,1,2015,11,17,1.0
61420,254,22,1,1,1,25010,1,1,1,1.0,0.0,1,2015,9,17,1.0
18926,1426,36,1,0,0,98220,1,3,24,2.875,1067678.75,2,2014,11,6,0.0
26734,2028,40,0,19,2,46269,2,2,24,3.25,898547.9166666666,3,2015,12,22,0.0
57499,2310,34,1,6,1,55810,2,2,1,1.0,0.0,1,2015,10,14,1.0
48215,995,30,0,12,1,11458,1,1,1,1.0,0.0,1,2015,9,24,1.0
50868,1597,32,0,14,1,39753,2,2,1,1.0,0.0,1,2015,10,16,1.0
41166,2729,27,0,26,0,41730,1,1,1,1.0,0.0,1,2015,6,26,1.0
65932,1221,29,1,7,0,44284,1,1,1,1.0,0.0,1,2015,10,12,1.0
74978,1860,38,1,7,0,39966,1,1,1,1.0,0.0,1,2015,6,27,1.0
38038,1980,28,0,13,1,72213,1,1,1,1.0,0.0,1,2015,10,28,1.0
67135,1497,33,0,16,1,70535,1,1,1,1.0,0.0,1,2015,9,9,1.0
46047,1758,36,0,11,0,56910,2,2,1,1.0,0.0,1,2015,11,9,1.0
12377,946,43,1,14,0,58803,1,2,24,2.875,777241.25,3,2013,4,25,0.0
73755,654,32,0,23,1,34035,1,1,1,1.0,0.0,1,2015,1,5,1.0
60631,1460,32,0,16,0,85831,2,2,1,1.0,0.0,1,2015,9,6,1.0
66224,727,35,1,25,0,33439,1,1,1,1.0,0.0,1,2015,2,8,1.0
75028,2147,35,0,7,2,22818,1,1,1,1.0,0.0,1,2015,9,12,1.0
51410,223,43,1,16,1,34585,1,1,1,1.0,0.0,1,2015,1,20,1.0
71319,1543,28,0,13,2,67247,1,1,1,1.0,0.0,1,2015,9,13,1.0
877,63,27,1,25,1,93931,1,3,24,1.875,512213.3333333333,2,2013,4,30,0.0
69330,2246,33,0,7,1,77317,2,2,1,1.0,0.0,1,2016,5,3,1.0
45828,782,47,0,2,2,60059,1,1,1,1.0,0.0,1,2015,10,24,1.0
47097,2340,35,1,6,1,55714,2,2,1,1.0,0.0,1,2015,8,6,1.0
1569,109,35,0,25,1,33927,1,1,9,1.6666666666666667,214213.33333333334,2,2017,4,14,0.0
23767,1805,39,1,10,1,59636,3,3,7,1.8571428571428572,369948.5714285714,1,2017,5,29,0.0
55241,2659,34,0,6,1,77255,2,2,1,1.0,0.0,1,2016,5,2,1.0
59894,493,22,1,1,1,25297,1,1,1,1.0,0.0,1,2015,9,20,1.0
46687,1834,30,0,16,1,67981,1,1,1,1.0,0.0,1,2015,10,19,1.0
32183,2420,30,1,24,2,169549,2,5,24,2.625,2000738.3333333333,1,2012,7,30,0.0
52704,1531,27,0,7,1,12193,1,1,1,1.0,0.0,1,2015,5,9,1.0
15486,1177,25,1,19,1,23094,1,1,14,2.9285714285714284,706697.1428571428,4,2016,11,1,0.0
2533,191,26,0,2,2,63380,3,3,13,2.6153846153846154,820468.4615384615,3,2016,12,19,0.0
12513,954,31,1,4,1,43996,1,2,24,3.25,1081313.3333333333,3,2011,8,29,0.0
36238,2672,37,0,9,2,56621,3,3,5,1.6,232428.0,2,2017,8,2,0.0
6744,532,35,1,18,1,61243,1,1,15,2.0,345452.6666666667,3,2016,10,25,0.0
37295,2740,47,1,14,2,35598,1,2,24,3.125,868477.5,4,2012,7,19,0.0
65557,2172,24,0,24,1,27880,1,1,1,1.0,0.0,1,2016,4,7,1.0
49603,1573,28,0,6,0,25895,1,1,1,1.0,0.0,1,2016,6,29,1.0
30256,2268,44,1,16,1,91207,2,3,13,2.8461538461538463,1177985.3846153845,1,2012,11,1,0.0
48102,842,37,0,3,1,46954,1,1,1,1.0,0.0,1,2015,10,7,1.0
54707,634,29,0,17,0,62985,2,2,1,1.0,0.0,1,2015,10,10,1.0
13967,1072,26,1,7,2,55648,1,1,22,2.3636363636363638,386105.0,1,2013,11,21,0.0
17256,1281,29,1,1,1,65870,3,3,4,1.0,68055.0,1,2016,8,29,0.0
75288,919,32,1,13,1,94802,2,2,1,1.0,0.0,1,2015,8,8,1.0
25472,1918,31,0,13,1,66428,1,2,24,3.2916666666666665,1073208.75,4,2014,8,14,0.0
18719,1410,24,1,24,2,44061,1,1,5,1.0,0.0,1,2017,7,3,0.0
72834,975,28,0,13,1,12721,1,1,1,1.0,0.0,1,2015,8,16,1.0
48855,231,31,0,23,0,21353,1,1,1,1.0,0.0,1,2015,9,22,1.0
16693,1247,31,1,21,1,19217,1,1,12,1.5,270447.5,1,2016,12,1,0.0
68612,404,41,1,5,0,35028,1,1,1,1.0,0.0,1,2015,9,22,1.0
38776,2405,37,0,22,1,47584,1,1,1,1.0,0.0,1,2016,6,16,1.0
19555,1481,35,0,11,0,16688,1,1,4,1.0,98712.5,1,2016,1,6,0.0
71800,1576,41,1,18,0,20752,1,1,1,1.0,0.0,1,2015,7,9,1.0
22423,1693,34,0,13,0,48656,2,2,5,2.0,359846.0,2,2017,1,9,0.0
23031,1745,29,1,9,2,149637,2,4,24,1.75,889862.5,2,2011,12,19,0.0
18852,1419,34,1,15,1,17855,1,1,6,1.0,83953.33333333333,1,2017,7,10,0.0
33268,2495,33,0,22,1,25228,1,1,16,1.9375,283907.5,1,2015,11,12,0.0
51961,790,36,1,19,1,34829,2,2,1,1.0,0.0,1,2015,7,28,1.0
36222,2670,33,0,16,0,38326,1,1,24,2.75,475742.5,3,2015,12,12,0.0
19400,1466,42,1,11,0,45183,2,2,6,1.0,143323.33333333334,1,2016,1,5,0.0
